Consumo,fecha
497,2000/01/16
547,2000/01/17
504,2000/01/18
549,2000/01/19
593,2000/01/20
613,2000/01/21
534,2000/01/22
515,2000/01/23
580,2000/01/24
537,2000/01/25
534,2000/01/26
554,2000/01/27
502,2000/01/28
555,2000/01/29
557,2000/01/30
566,2000/01/31
520,2000/02/01
579,2000/02/02
523,2000/02/03
578,2000/02/04
546,2000/02/05
510,2000/02/06
517,2000/02/07
535,2000/02/08
457,2000/02/09
468,2000/02/10
515,2000/02/11
609,2000/02/12
486,2000/02/13
536,2000/02/14
480,2000/02/15
488,2000/02/16
512,2000/02/17
506,2000/02/18
452,2000/02/19
463,2000/02/20
576,2000/02/21
586,2000/02/22
543,2000/02/23
597,2000/02/24
590,2000/02/25
580,2000/02/26
567,2000/02/27
622,2000/02/28
619,2000/02/29
599,2000/03/01
548,2000/03/02
557,2000/03/03
622,2000/03/04
558,2000/03/05
530,2000/03/06
479,2000/03/07
519,2000/03/08
514,2000/03/09
574,2000/03/10
626,2000/03/11
572,2000/03/12
637,2000/03/13
571,2000/03/14
636,2000/03/15
705,2000/03/16
644,2000/03/17
607,2000/03/18
597,2000/03/19
712,2000/03/20
711,2000/03/21
765,2000/03/22
681,2000/03/23
652,2000/03/24
623,2000/03/25
717,2000/03/26
789,2000/03/27
765,2000/03/28
786,2000/03/29
729,2000/03/30
686,2000/03/31
614,2000/04/01
530,2000/04/02
635,2000/04/03
646,2000/04/04
677,2000/04/05
682,2000/04/06
735,2000/04/07
736,2000/04/08
722,2000/04/09
681,2000/04/10
691,2000/04/11
793,2000/04/12
760,2000/04/13
760,2000/04/14
709,2000/04/15
674,2000/04/16
681,2000/04/17
709,2000/04/18
740,2000/04/19
763,2000/04/20
679,2000/04/21
715,2000/04/22
755,2000/04/23
824,2000/04/24
792,2000/04/25
812,2000/04/26
793,2000/04/27
940,2000/04/28
845,2000/04/29
786,2000/04/30
830,2000/05/01
894,2000/05/02
922,2000/05/03
778,2000/05/04
792,2000/05/05
771,2000/05/06
702,2000/05/07
820,2000/05/08
903,2000/05/09
822,2000/05/10
748,2000/05/11
821,2000/05/12
825,2000/05/13
773,2000/05/14
816,2000/05/15
851,2000/05/16
882,2000/05/17
863,2000/05/18
851,2000/05/19
848,2000/05/20
858,2000/05/21
920,2000/05/22
857,2000/05/23
876,2000/05/24
850,2000/05/25
873,2000/05/26
828,2000/05/27
770,2000/05/28
912,2000/05/29
953,2000/05/30
942,2000/05/31
897,2000/06/01
875,2000/06/02
892,2000/06/03
848,2000/06/04
953,2000/06/05
941,2000/06/06
934,2000/06/07
964,2000/06/08
943,2000/06/09
967,2000/06/10
927,2000/06/11
1037,2000/06/12
1064,2000/06/13
1028,2000/06/14
1000,2000/06/15
960,2000/06/16
983,2000/06/17
945,2000/06/18
951,2000/06/19
996,2000/06/20
1028,2000/06/21
1024,2000/06/22
1065,2000/06/23
1002,2000/06/24
931,2000/06/25
956,2000/06/26
1043,2000/06/27
1046,2000/06/28
1013,2000/06/29
960,2000/06/30
921,2000/07/01
866,2000/07/02
980,2000/07/03
994,2000/07/04
1034,2000/07/05
1055,2000/07/06
1016,2000/07/07
988,2000/07/08
945,2000/07/09
1031,2000/07/10
1081,2000/07/11
1103,2000/07/12
1023,2000/07/13
1026,2000/07/14
1056,2000/07/15
952,2000/07/16
990,2000/07/17
949,2000/07/18
976,2000/07/19
957,2000/07/20
974,2000/07/21
996,2000/07/22
857,2000/07/23
931,2000/07/24
931,2000/07/25
924,2000/07/26
976,2000/07/27
1022,2000/07/28
929,2000/07/29
881,2000/07/30
1036,2000/07/31
1071,2000/08/01
1005,2000/08/02
983,2000/08/03
948,2000/08/04
928,2000/08/05
875,2000/08/06
944,2000/08/07
930,2000/08/08
947,2000/08/09
860,2000/08/10
834,2000/08/11
808,2000/08/12
860,2000/08/13
922,2000/08/14
836,2000/08/15
972,2000/08/16
1036,2000/08/17
1038,2000/08/18
930,2000/08/19
845,2000/08/20
888,2000/08/21
908,2000/08/22
881,2000/08/23
860,2000/08/24
885,2000/08/25
882,2000/08/26
872,2000/08/27
926,2000/08/28
914,2000/08/29
932,2000/08/30
910,2000/08/31
958,2000/09/01
953,2000/09/02
889,2000/09/03
945,2000/09/04
934,2000/09/05
952,2000/09/06
1040,2000/09/07
1017,2000/09/08
1052,2000/09/09
921,2000/09/10
986,2000/09/11
1015,2000/09/12
920,2000/09/13
919,2000/09/14
911,2000/09/15
821,2000/09/16
760,2000/09/17
759,2000/09/18
774,2000/09/19
874,2000/09/20
883,2000/09/21
921,2000/09/22
802,2000/09/23
740,2000/09/24
818,2000/09/25
865,2000/09/26
868,2000/09/27
809,2000/09/28
784,2000/09/29
737,2000/09/30
669,2000/10/01
723,2000/10/02
701,2000/10/03
709,2000/10/04
847,2000/10/05
786,2000/10/06
693,2000/10/07
597,2000/10/08
680,2000/10/09
779,2000/10/10
810,2000/10/11
843,2000/10/12
805,2000/10/13
804,2000/10/14
664,2000/10/15
836,2000/10/16
832,2000/10/17
857,2000/10/18
842,2000/10/19
805,2000/10/20
820,2000/10/21
692,2000/10/22
727,2000/10/23
686,2000/10/24
657,2000/10/25
711,2000/10/26
696,2000/10/27
630,2000/10/28
636,2000/10/29
656,2000/10/30
656,2000/10/31
564,2000/11/01
628,2000/11/02
756,2000/11/03
641,2000/11/04
568,2000/11/05
682,2000/11/06
682,2000/11/07
678,2000/11/08
631,2000/11/09
675,2000/11/10
662,2000/11/11
676,2000/11/12
669,2000/11/13
645,2000/11/14
582,2000/11/15
563,2000/11/16
635,2000/11/17
635,2000/11/18
607,2000/11/19
657,2000/11/20
740,2000/11/21
724,2000/11/22
729,2000/11/23
653,2000/11/24
624,2000/11/25
619,2000/11/26
617,2000/11/27
617,2000/11/28
607,2000/11/29
554,2000/11/30
631,2000/12/01
635,2000/12/02
585,2000/12/03
590,2000/12/04
571,2000/12/05
627,2000/12/06
626,2000/12/07
597,2000/12/08
629,2000/12/09
563,2000/12/10
629,2000/12/11
664,2000/12/12
600,2000/12/13
638,2000/12/14
656,2000/12/15
627,2000/12/16
631,2000/12/17
671,2000/12/18
701,2000/12/19
610,2000/12/20
682,2000/12/21
664,2000/12/22
689,2000/12/23
559,2000/12/24
515,2000/12/25
632,2000/12/26
666,2000/12/27
667,2000/12/28
592,2000/12/29
485,2000/12/30
486,2000/12/31
463,2001/01/01
526,2001/01/02
541,2001/01/03
593,2001/01/04
543,2001/01/05
496,2001/01/06
432,2001/01/07
548,2001/01/08
574,2001/01/09
594,2001/01/10
559,2001/01/11
536,2001/01/12
522,2001/01/13
497,2001/01/14
590,2001/01/15
593,2001/01/16
601,2001/01/17
597,2001/01/18
567,2001/01/19
521,2001/01/20
475,2001/01/21
546,2001/01/22
573,2001/01/23
584,2001/01/24
605,2001/01/25
541,2001/01/26
525,2001/01/27
495,2001/01/28
525,2001/01/29
509,2001/01/30
548,2001/01/31
615,2001/02/01
634,2001/02/02
604,2001/02/03
531,2001/02/04
639,2001/02/05
574,2001/02/06
556,2001/02/07
556,2001/02/08
582,2001/02/09
585,2001/02/10
519,2001/02/11
504,2001/02/12
479,2001/02/13
514,2001/02/14
552,2001/02/15
560,2001/02/16
555,2001/02/17
522,2001/02/18
605,2001/02/19
616,2001/02/20
642,2001/02/21
608,2001/02/22
669,2001/02/23
549,2001/02/24
537,2001/02/25
538,2001/02/26
563,2001/02/27
558,2001/02/28
701,2001/03/01
776,2001/03/02
636,2001/03/03
595,2001/03/04
705,2001/03/05
745,2001/03/06
639,2001/03/07
720,2001/03/08
807,2001/03/09
767,2001/03/10
663,2001/03/11
663,2001/03/12
748,2001/03/13
773,2001/03/14
736,2001/03/15
727,2001/03/16
768,2001/03/17
777,2001/03/18
783,2001/03/19
740,2001/03/20
729,2001/03/21
679,2001/03/22
655,2001/03/23
595,2001/03/24
573,2001/03/25
617,2001/03/26
702,2001/03/27
750,2001/03/28
676,2001/03/29
648,2001/03/30
733,2001/03/31
729,2001/04/01
840,2001/04/02
810,2001/04/03
744,2001/04/04
675,2001/04/05
724,2001/04/06
715,2001/04/07
601,2001/04/08
790,2001/04/09
837,2001/04/10
902,2001/04/11
765,2001/04/12
639,2001/04/13
706,2001/04/14
689,2001/04/15
767,2001/04/16
728,2001/04/17
787,2001/04/18
743,2001/04/19
814,2001/04/20
833,2001/04/21
783,2001/04/22
829,2001/04/23
778,2001/04/24
813,2001/04/25
862,2001/04/26
906,2001/04/27
757,2001/04/28
676,2001/04/29
743,2001/04/30
765,2001/05/01
816,2001/05/02
834,2001/05/03
780,2001/05/04
781,2001/05/05
723,2001/05/06
842,2001/05/07
840,2001/05/08
802,2001/05/09
819,2001/05/10
820,2001/05/11
850,2001/05/12
760,2001/05/13
862,2001/05/14
849,2001/05/15
834,2001/05/16
907,2001/05/17
912,2001/05/18
860,2001/05/19
829,2001/05/20
816,2001/05/21
960,2001/05/22
984,2001/05/23
968,2001/05/24
990,2001/05/25
958,2001/05/26
871,2001/05/27
1045,2001/05/28
988,2001/05/29
977,2001/05/30
977,2001/05/31
971,2001/06/01
1028,2001/06/02
958,2001/06/03
1046,2001/06/04
1052,2001/06/05
1044,2001/06/06
978,2001/06/07
990,2001/06/08
1020,2001/06/09
942,2001/06/10
943,2001/06/11
949,2001/06/12
939,2001/06/13
942,2001/06/14
950,2001/06/15
898,2001/06/16
864,2001/06/17
960,2001/06/18
935,2001/06/19
918,2001/06/20
905,2001/06/21
962,2001/06/22
967,2001/06/23
931,2001/06/24
982,2001/06/25
981,2001/06/26
937,2001/06/27
952,2001/06/28
945,2001/06/29
915,2001/06/30
904,2001/07/01
877,2001/07/02
971,2001/07/03
1016,2001/07/04
1004,2001/07/05
975,2001/07/06
1030,2001/07/07
1027,2001/07/08
1041,2001/07/09
1045,2001/07/10
1100,2001/07/11
1150,2001/07/12
1060,2001/07/13
1015,2001/07/14
980,2001/07/15
1032,2001/07/16
1075,2001/07/17
1092,2001/07/18
1058,2001/07/19
1042,2001/07/20
1011,2001/07/21
915,2001/07/22
1020,2001/07/23
987,2001/07/24
975,2001/07/25
952,2001/07/26
929,2001/07/27
912,2001/07/28
887,2001/07/29
942,2001/07/30
986,2001/07/31
997,2001/08/01
973,2001/08/02
986,2001/08/03
921,2001/08/04
916,2001/08/05
968,2001/08/06
963,2001/08/07
986,2001/08/08
984,2001/08/09
986,2001/08/10
1006,2001/08/11
916,2001/08/12
919,2001/08/13
995,2001/08/14
939,2001/08/15
946,2001/08/16
891,2001/08/17
882,2001/08/18
847,2001/08/19
887,2001/08/20
1044,2001/08/21
976,2001/08/22
978,2001/08/23
953,2001/08/24
927,2001/08/25
918,2001/08/26
950,2001/08/27
919,2001/08/28
928,2001/08/29
965,2001/08/30
975,2001/08/31
915,2001/09/01
828,2001/09/02
825,2001/09/03
844,2001/09/04
820,2001/09/05
848,2001/09/06
893,2001/09/07
904,2001/09/08
896,2001/09/09
999,2001/09/10
983,2001/09/11
890,2001/09/12
844,2001/09/13
839,2001/09/14
793,2001/09/15
791,2001/09/16
821,2001/09/17
713,2001/09/18
785,2001/09/19
895,2001/09/20
898,2001/09/21
783,2001/09/22
730,2001/09/23
782,2001/09/24
843,2001/09/25
752,2001/09/26
769,2001/09/27
757,2001/09/28
659,2001/09/29
672,2001/09/30
738,2001/10/01
723,2001/10/02
789,2001/10/03
682,2001/10/04
664,2001/10/05
611,2001/10/06
644,2001/10/07
667,2001/10/08
740,2001/10/09
729,2001/10/10
729,2001/10/11
752,2001/10/12
708,2001/10/13
602,2001/10/14
620,2001/10/15
629,2001/10/16
675,2001/10/17
737,2001/10/18
736,2001/10/19
717,2001/10/20
711,2001/10/21
750,2001/10/22
805,2001/10/23
817,2001/10/24
810,2001/10/25
719,2001/10/26
687,2001/10/27
660,2001/10/28
611,2001/10/29
572,2001/10/30
601,2001/10/31
522,2001/11/01
602,2001/11/02
658,2001/11/03
631,2001/11/04
714,2001/11/05
669,2001/11/06
612,2001/11/07
603,2001/11/08
614,2001/11/09
559,2001/11/10
567,2001/11/11
595,2001/11/12
676,2001/11/13
645,2001/11/14
678,2001/11/15
635,2001/11/16
585,2001/11/17
592,2001/11/18
681,2001/11/19
685,2001/11/20
684,2001/11/21
749,2001/11/22
700,2001/11/23
629,2001/11/24
642,2001/11/25
719,2001/11/26
730,2001/11/27
658,2001/11/28
599,2001/11/29
621,2001/11/30
612,2001/12/01
602,2001/12/02
620,2001/12/03
640,2001/12/04
601,2001/12/05
686,2001/12/06
624,2001/12/07
532,2001/12/08
513,2001/12/09
563,2001/12/10
515,2001/12/11
493,2001/12/12
530,2001/12/13
545,2001/12/14
508,2001/12/15
527,2001/12/16
567,2001/12/17
577,2001/12/18
587,2001/12/19
599,2001/12/20
579,2001/12/21
721,2001/12/22
648,2001/12/23
607,2001/12/24
468,2001/12/25
560,2001/12/26
612,2001/12/27
554,2001/12/28
526,2001/12/29
466,2001/12/30
523,2001/12/31
430,2002/01/01
591,2002/01/02
580,2002/01/03
584,2002/01/04
532,2002/01/05
467,2002/01/06
535,2002/01/07
597,2002/01/08
565,2002/01/09
521,2002/01/10
512,2002/01/11
479,2002/01/12
526,2002/01/13
513,2002/01/14
473,2002/01/15
456,2002/01/16
439,2002/01/17
463,2002/01/18
482,2002/01/19
456,2002/01/20
570,2002/01/21
575,2002/01/22
532,2002/01/23
574,2002/01/24
612,2002/01/25
478,2002/01/26
473,2002/01/27
541,2002/01/28
550,2002/01/29
530,2002/01/30
504,2002/01/31
504,2002/02/01
561,2002/02/02
490,2002/02/03
529,2002/02/04
436,2002/02/05
435,2002/02/06
438,2002/02/07
473,2002/02/08
511,2002/02/09
488,2002/02/10
530,2002/02/11
572,2002/02/12
633,2002/02/13
635,2002/02/14
546,2002/02/15
450,2002/02/16
370,2002/02/17
449,2002/02/18
425,2002/02/19
460,2002/02/20
559,2002/02/21
631,2002/02/22
585,2002/02/23
457,2002/02/24
546,2002/02/25
612,2002/02/26
628,2002/02/27
616,2002/02/28
607,2002/03/01
609,2002/03/02
555,2002/03/03
629,2002/03/04
625,2002/03/05
627,2002/03/06
656,2002/03/07
635,2002/03/08
731,2002/03/09
680,2002/03/10
756,2002/03/11
746,2002/03/12
863,2002/03/13
795,2002/03/14
761,2002/03/15
636,2002/03/16
613,2002/03/17
704,2002/03/18
687,2002/03/19
720,2002/03/20
623,2002/03/21
745,2002/03/22
759,2002/03/23
715,2002/03/24
809,2002/03/25
753,2002/03/26
758,2002/03/27
774,2002/03/28
690,2002/03/29
635,2002/03/30
528,2002/03/31
684,2002/04/01
718,2002/04/02
696,2002/04/03
724,2002/04/04
779,2002/04/05
663,2002/04/06
676,2002/04/07
758,2002/04/08
776,2002/04/09
824,2002/04/10
739,2002/04/11
762,2002/04/12
683,2002/04/13
642,2002/04/14
715,2002/04/15
773,2002/04/16
853,2002/04/17
881,2002/04/18
836,2002/04/19
835,2002/04/20
726,2002/04/21
778,2002/04/22
797,2002/04/23
729,2002/04/24
790,2002/04/25
817,2002/04/26
825,2002/04/27
754,2002/04/28
839,2002/04/29
879,2002/04/30
841,2002/05/01
942,2002/05/02
903,2002/05/03
902,2002/05/04
861,2002/05/05
941,2002/05/06
968,2002/05/07
938,2002/05/08
904,2002/05/09
937,2002/05/10
999,2002/05/11
928,2002/05/12
972,2002/05/13
968,2002/05/14
968,2002/05/15
933,2002/05/16
938,2002/05/17
935,2002/05/18
854,2002/05/19
964,2002/05/20
904,2002/05/21
985,2002/05/22
990,2002/05/23
964,2002/05/24
944,2002/05/25
867,2002/05/26
894,2002/05/27
954,2002/05/28
950,2002/05/29
968,2002/05/30
1032,2002/05/31
1007,2002/06/01
1007,2002/06/02
1087,2002/06/03
1037,2002/06/04
1029,2002/06/05
1072,2002/06/06
1090,2002/06/07
1062,2002/06/08
1048,2002/06/09
1053,2002/06/10
1054,2002/06/11
1036,2002/06/12
1071,2002/06/13
1014,2002/06/14
943,2002/06/15
984,2002/06/16
1183,2002/06/17
1222,2002/06/18
1221,2002/06/19
1183,2002/06/20
1147,2002/06/21
1066,2002/06/22
944,2002/06/23
1068,2002/06/24
1031,2002/06/25
1014,2002/06/26
1045,2002/06/27
1056,2002/06/28
940,2002/06/29
885,2002/06/30
909,2002/07/01
913,2002/07/02
940,2002/07/03
949,2002/07/04
989,2002/07/05
969,2002/07/06
966,2002/07/07
1010,2002/07/08
1006,2002/07/09
1077,2002/07/10
1025,2002/07/11
935,2002/07/12
980,2002/07/13
917,2002/07/14
960,2002/07/15
953,2002/07/16
992,2002/07/17
953,2002/07/18
930,2002/07/19
884,2002/07/20
843,2002/07/21
931,2002/07/22
899,2002/07/23
964,2002/07/24
1013,2002/07/25
964,2002/07/26
947,2002/07/27
949,2002/07/28
1057,2002/07/29
1043,2002/07/30
972,2002/07/31
940,2002/08/01
945,2002/08/02
917,2002/08/03
868,2002/08/04
1022,2002/08/05
1075,2002/08/06
1097,2002/08/07
975,2002/08/08
968,2002/08/09
904,2002/08/10
895,2002/08/11
931,2002/08/12
940,2002/08/13
904,2002/08/14
872,2002/08/15
1008,2002/08/16
928,2002/08/17
835,2002/08/18
882,2002/08/19
910,2002/08/20
875,2002/08/21
907,2002/08/22
894,2002/08/23
998,2002/08/24
947,2002/08/25
997,2002/08/26
998,2002/08/27
984,2002/08/28
990,2002/08/29
996,2002/08/30
954,2002/08/31
829,2002/09/01
910,2002/09/02
938,2002/09/03
940,2002/09/04
954,2002/09/05
937,2002/09/06
890,2002/09/07
859,2002/09/08
955,2002/09/09
913,2002/09/10
937,2002/09/11
961,2002/09/12
919,2002/09/13
903,2002/09/14
873,2002/09/15
878,2002/09/16
890,2002/09/17
782,2002/09/18
798,2002/09/19
791,2002/09/20
731,2002/09/21
693,2002/09/22
793,2002/09/23
824,2002/09/24
867,2002/09/25
827,2002/09/26
766,2002/09/27
755,2002/09/28
760,2002/09/29
757,2002/09/30
856,2002/10/01
789,2002/10/02
807,2002/10/03
943,2002/10/04
804,2002/10/05
777,2002/10/06
807,2002/10/07
783,2002/10/08
764,2002/10/09
842,2002/10/10
816,2002/10/11
784,2002/10/12
661,2002/10/13
688,2002/10/14
756,2002/10/15
697,2002/10/16
738,2002/10/17
903,2002/10/18
798,2002/10/19
733,2002/10/20
747,2002/10/21
845,2002/10/22
825,2002/10/23
766,2002/10/24
748,2002/10/25
753,2002/10/26
625,2002/10/27
769,2002/10/28
787,2002/10/29
725,2002/10/30
793,2002/10/31
689,2002/11/01
625,2002/11/02
613,2002/11/03
721,2002/11/04
666,2002/11/05
539,2002/11/06
580,2002/11/07
576,2002/11/08
563,2002/11/09
523,2002/11/10
605,2002/11/11
592,2002/11/12
660,2002/11/13
653,2002/11/14
664,2002/11/15
646,2002/11/16
573,2002/11/17
633,2002/11/18
690,2002/11/19
705,2002/11/20
660,2002/11/21
798,2002/11/22
663,2002/11/23
601,2002/11/24
675,2002/11/25
712,2002/11/26
659,2002/11/27
639,2002/11/28
694,2002/11/29
633,2002/11/30
611,2002/12/01
632,2002/12/02
662,2002/12/03
502,2002/12/04
502,2002/12/05
550,2002/12/06
470,2002/12/07
462,2002/12/08
478,2002/12/09
499,2002/12/10
511,2002/12/11
505,2002/12/12
519,2002/12/13
464,2002/12/14
479,2002/12/15
517,2002/12/16
522,2002/12/17
524,2002/12/18
547,2002/12/19
544,2002/12/20
526,2002/12/21
492,2002/12/22
580,2002/12/23
583,2002/12/24
489,2002/12/25
531,2002/12/26
663,2002/12/27
522,2002/12/28
482,2002/12/29
521,2002/12/30
521,2002/12/31
