Consumo;Dia;Mes;Año;DiaSemana;Feriado
579;8;3;1998;Domingo;1
657;9;3;1998;Lunes;0
604;10;3;1998;Martes;0
563;11;3;1998;Miércoles;0
475;12;3;1998;Jueves;0
480;13;3;1998;Viernes;0
513;14;3;1998;Sábado;0
481;15;3;1998;Domingo;1
503;16;3;1998;Lunes;0
512;17;3;1998;Martes;0
494;18;3;1998;Miércoles;0
551;19;3;1998;Jueves;0
593;20;3;1998;Viernes;0
573;21;3;1998;Sábado;0
620;22;3;1998;Domingo;1
674;23;3;1998;Lunes;0
595;24;3;1998;Martes;0
616;25;3;1998;Miércoles;0
578;26;3;1998;Jueves;0
594;27;3;1998;Viernes;0
580;28;3;1998;Sábado;0
502;29;3;1998;Domingo;1
607;30;3;1998;Lunes;0
593;31;3;1998;Martes;0
530;1;4;1998;Miércoles;0
494;2;4;1998;Jueves;0
573;3;4;1998;Viernes;0
642;4;4;1998;Sábado;0
546;5;4;1998;Domingo;1
718;6;4;1998;Lunes;0
665;7;4;1998;Martes;0
664;8;4;1998;Miércoles;0
646;9;4;1998;Jueves;0
555;10;4;1998;Viernes;1
542;11;4;1998;Sábado;0
540;12;4;1998;Domingo;1
621;13;4;1998;Lunes;0
646;14;4;1998;Martes;0
698;15;4;1998;Miércoles;0
696;16;4;1998;Jueves;0
624;17;4;1998;Viernes;0
596;18;4;1998;Sábado;0
608;19;4;1998;Domingo;1
760;20;4;1998;Lunes;0
765;21;4;1998;Martes;0
734;22;4;1998;Miércoles;0
767;23;4;1998;Jueves;0
794;24;4;1998;Viernes;0
696;25;4;1998;Sábado;0
668;26;4;1998;Domingo;1
712;27;4;1998;Lunes;0
760;28;4;1998;Martes;0
757;29;4;1998;Miércoles;0
699;30;4;1998;Jueves;0
636;1;5;1998;Viernes;1
676;2;5;1998;Sábado;0
660;3;5;1998;Domingo;1
747;4;5;1998;Lunes;0
712;5;5;1998;Martes;0
701;6;5;1998;Miércoles;0
756;7;5;1998;Jueves;0
811;8;5;1998;Viernes;0
775;9;5;1998;Sábado;0
749;10;5;1998;Domingo;1
867;11;5;1998;Lunes;0
886;12;5;1998;Martes;0
929;13;5;1998;Miércoles;0
840;14;5;1998;Jueves;0
798;15;5;1998;Viernes;0
784;16;5;1998;Sábado;0
769;17;5;1998;Domingo;1
847;18;5;1998;Lunes;0
829;19;5;1998;Martes;0
858;20;5;1998;Miércoles;0
805;21;5;1998;Jueves;1
822;22;5;1998;Viernes;0
839;23;5;1998;Sábado;0
771;24;5;1998;Domingo;1
829;25;5;1998;Lunes;0
853;26;5;1998;Martes;0
850;27;5;1998;Miércoles;0
783;28;5;1998;Jueves;0
761;29;5;1998;Viernes;0
762;30;5;1998;Sábado;0
735;31;5;1998;Domingo;1
831;1;6;1998;Lunes;0
866;2;6;1998;Martes;0
833;3;6;1998;Miércoles;0
821;4;6;1998;Jueves;0
834;5;6;1998;Viernes;0
829;6;6;1998;Sábado;0
762;7;6;1998;Domingo;1
843;8;6;1998;Lunes;0
891;9;6;1998;Martes;0
917;10;6;1998;Miércoles;0
904;11;6;1998;Jueves;0
944;12;6;1998;Viernes;0
920;13;6;1998;Sábado;0
868;14;6;1998;Domingo;1
935;15;6;1998;Lunes;0
939;16;6;1998;Martes;0
886;17;6;1998;Miércoles;0
900;18;6;1998;Jueves;0
900;19;6;1998;Viernes;0
888;20;6;1998;Sábado;1
793;21;6;1998;Domingo;1
850;22;6;1998;Lunes;0
881;23;6;1998;Martes;0
833;24;6;1998;Miércoles;0
860;25;6;1998;Jueves;0
854;26;6;1998;Viernes;0
831;27;6;1998;Sábado;0
758;28;6;1998;Domingo;1
786;29;6;1998;Lunes;1
827;30;6;1998;Martes;0
858;1;7;1998;Miércoles;0
938;2;7;1998;Jueves;0
972;3;7;1998;Viernes;0
950;4;7;1998;Sábado;0
887;5;7;1998;Domingo;1
939;6;7;1998;Lunes;0
969;7;7;1998;Martes;0
925;8;7;1998;Miércoles;0
916;9;7;1998;Jueves;0
935;10;7;1998;Viernes;0
892;11;7;1998;Sábado;0
815;12;7;1998;Domingo;1
889;13;7;1998;Lunes;0
957;14;7;1998;Martes;0
923;15;7;1998;Miércoles;0
910;16;7;1998;Jueves;1
937;17;7;1998;Viernes;0
958;18;7;1998;Sábado;0
957;19;7;1998;Domingo;1
1038;20;7;1998;Lunes;0
1001;21;7;1998;Martes;0
932;22;7;1998;Miércoles;0
931;23;7;1998;Jueves;0
970;24;7;1998;Viernes;0
876;25;7;1998;Sábado;0
868;26;7;1998;Domingo;1
1004;27;7;1998;Lunes;0
923;28;7;1998;Martes;0
895;29;7;1998;Miércoles;0
846;30;7;1998;Jueves;0
925;31;7;1998;Viernes;0
952;1;8;1998;Sábado;0
852;2;8;1998;Domingo;1
902;3;8;1998;Lunes;0
896;4;8;1998;Martes;0
923;5;8;1998;Miércoles;0
862;6;8;1998;Jueves;0
900;7;8;1998;Viernes;0
876;8;8;1998;Sábado;0
825;9;8;1998;Domingo;1
938;10;8;1998;Lunes;0
930;11;8;1998;Martes;0
991;12;8;1998;Miércoles;0
966;13;8;1998;Jueves;0
972;14;8;1998;Viernes;0
846;15;8;1998;Sábado;1
881;16;8;1998;Domingo;1
924;17;8;1998;Lunes;0
1007;18;8;1998;Martes;0
1031;19;8;1998;Miércoles;0
960;20;8;1998;Jueves;0
945;21;8;1998;Viernes;0
863;22;8;1998;Sábado;0
821;23;8;1998;Domingo;1
864;24;8;1998;Lunes;0
944;25;8;1998;Martes;0
903;26;8;1998;Miércoles;0
855;27;8;1998;Jueves;0
926;28;8;1998;Viernes;0
814;29;8;1998;Sábado;0
758;30;8;1998;Domingo;1
823;31;8;1998;Lunes;0
793;1;9;1998;Martes;0
806;2;9;1998;Miércoles;0
824;3;9;1998;Jueves;0
895;4;9;1998;Viernes;0
859;5;9;1998;Sábado;0
826;6;9;1998;Domingo;1
900;7;9;1998;Lunes;0
857;8;9;1998;Martes;0
868;9;9;1998;Miércoles;0
918;10;9;1998;Jueves;0
888;11;9;1998;Viernes;0
940;12;9;1998;Sábado;0
812;13;9;1998;Domingo;1
850;14;9;1998;Lunes;0
912;15;9;1998;Martes;0
920;16;9;1998;Miércoles;0
878;17;9;1998;Jueves;0
769;18;9;1998;Viernes;1
741;19;9;1998;Sábado;1
698;20;9;1998;Domingo;1
782;21;9;1998;Lunes;1
785;22;9;1998;Martes;0
703;23;9;1998;Miércoles;0
706;24;9;1998;Jueves;0
761;25;9;1998;Viernes;0
798;26;9;1998;Sábado;0
617;27;9;1998;Domingo;1
735;28;9;1998;Lunes;0
746;29;9;1998;Martes;1
771;30;9;1998;Miércoles;0
776;1;10;1998;Jueves;0
731;2;10;1998;Viernes;0
664;3;10;1998;Sábado;0
659;4;10;1998;Domingo;1
795;5;10;1998;Lunes;0
733;6;10;1998;Martes;0
741;7;10;1998;Miércoles;0
725;8;10;1998;Jueves;0
811;9;10;1998;Viernes;0
705;10;10;1998;Sábado;0
665;11;10;1998;Domingo;1
650;12;10;1998;Lunes;1
805;13;10;1998;Martes;0
718;14;10;1998;Miércoles;0
785;15;10;1998;Jueves;0
727;16;10;1998;Viernes;0
720;17;10;1998;Sábado;0
756;18;10;1998;Domingo;1
796;19;10;1998;Lunes;0
824;20;10;1998;Martes;0
787;21;10;1998;Miércoles;1
910;22;10;1998;Jueves;0
824;23;10;1998;Viernes;0
656;24;10;1998;Sábado;0
588;25;10;1998;Domingo;1
641;26;10;1998;Lunes;0
652;27;10;1998;Martes;0
675;28;10;1998;Miércoles;0
728;29;10;1998;Jueves;0
671;30;10;1998;Viernes;0
575;31;10;1998;Sábado;1
534;1;11;1998;Domingo;1
579;2;11;1998;Lunes;0
628;3;11;1998;Martes;0
709;4;11;1998;Miércoles;0
677;5;11;1998;Jueves;0
661;6;11;1998;Viernes;1
643;7;11;1998;Sábado;0
568;8;11;1998;Domingo;1
613;9;11;1998;Lunes;0
549;10;11;1998;Martes;0
544;11;11;1998;Miércoles;0
549;12;11;1998;Jueves;0
612;13;11;1998;Viernes;0
603;14;11;1998;Sábado;0
576;15;11;1998;Domingo;1
652;16;11;1998;Lunes;0
593;17;11;1998;Martes;0
583;18;11;1998;Miércoles;0
569;19;11;1998;Jueves;0
512;20;11;1998;Viernes;0
541;21;11;1998;Sábado;0
579;22;11;1998;Domingo;1
735;23;11;1998;Lunes;1
690;24;11;1998;Martes;0
681;25;11;1998;Miércoles;0
593;26;11;1998;Jueves;0
664;27;11;1998;Viernes;0
711;28;11;1998;Sábado;0
583;29;11;1998;Domingo;1
673;30;11;1998;Lunes;0
667;1;12;1998;Martes;0
610;2;12;1998;Miércoles;0
670;3;12;1998;Jueves;0
635;4;12;1998;Viernes;0
599;5;12;1998;Sábado;0
467;6;12;1998;Domingo;1
597;7;12;1998;Lunes;0
514;8;12;1998;Martes;1
542;9;12;1998;Miércoles;0
567;10;12;1998;Jueves;0
648;11;12;1998;Viernes;0
602;12;12;1998;Sábado;0
480;13;12;1998;Domingo;1
550;14;12;1998;Lunes;0
583;15;12;1998;Martes;0
584;16;12;1998;Miércoles;0
530;17;12;1998;Jueves;0
541;18;12;1998;Viernes;1
547;19;12;1998;Sábado;0
505;20;12;1998;Domingo;1
599;21;12;1998;Lunes;0
692;22;12;1998;Martes;0
669;23;12;1998;Miércoles;0
572;24;12;1998;Jueves;0
462;25;12;1998;Viernes;1
586;26;12;1998;Sábado;0
566;27;12;1998;Domingo;1
559;28;12;1998;Lunes;0
613;29;12;1998;Martes;0
567;30;12;1998;Miércoles;0
597;31;12;1998;Jueves;0
387;1;1;1999;Viernes;1
569;2;1;1999;Sábado;0
527;3;1;1999;Domingo;1
581;4;1;1999;Lunes;0
588;5;1;1999;Martes;0
537;6;1;1999;Miércoles;0
555;7;1;1999;Jueves;0
534;8;1;1999;Viernes;0
456;9;1;1999;Sábado;0
378;10;1;1999;Domingo;1
467;11;1;1999;Lunes;0
512;12;1;1999;Martes;0
477;13;1;1999;Miércoles;0
461;14;1;1999;Jueves;0
497;15;1;1999;Viernes;0
483;16;1;1999;Sábado;0
469;17;1;1999;Domingo;1
586;18;1;1999;Lunes;0
508;19;1;1999;Martes;0
463;20;1;1999;Miércoles;0
486;21;1;1999;Jueves;0
433;22;1;1999;Viernes;0
444;23;1;1999;Sábado;0
396;24;1;1999;Domingo;1
443;25;1;1999;Lunes;0
461;26;1;1999;Martes;0
482;27;1;1999;Miércoles;0
448;28;1;1999;Jueves;0
469;29;1;1999;Viernes;0
515;30;1;1999;Sábado;0
543;31;1;1999;Domingo;1
587;1;2;1999;Lunes;0
531;2;2;1999;Martes;0
577;3;2;1999;Miércoles;0
554;4;2;1999;Jueves;0
522;5;2;1999;Viernes;0
571;6;2;1999;Sábado;0
522;7;2;1999;Domingo;1
641;8;2;1999;Lunes;0
603;9;2;1999;Martes;0
531;10;2;1999;Miércoles;0
455;11;2;1999;Jueves;0
619;12;2;1999;Viernes;0
566;13;2;1999;Sábado;0
501;14;2;1999;Domingo;1
563;15;2;1999;Lunes;0
556;16;2;1999;Martes;0
573;17;2;1999;Miércoles;0
585;18;2;1999;Jueves;0
635;19;2;1999;Viernes;0
580;20;2;1999;Sábado;0
476;21;2;1999;Domingo;1
564;22;2;1999;Lunes;0
558;23;2;1999;Martes;0
517;24;2;1999;Miércoles;0
540;25;2;1999;Jueves;0
546;26;2;1999;Viernes;0
528;27;2;1999;Sábado;0
451;28;2;1999;Domingo;1
571;1;3;1999;Lunes;0
565;2;3;1999;Martes;0
608;3;3;1999;Miércoles;0
582;4;3;1999;Jueves;0
598;5;3;1999;Viernes;0
625;6;3;1999;Sábado;0
482;7;3;1999;Domingo;1
561;8;3;1999;Lunes;0
621;9;3;1999;Martes;0
634;10;3;1999;Miércoles;0
651;11;3;1999;Jueves;0
599;12;3;1999;Viernes;0
535;13;3;1999;Sábado;0
475;14;3;1999;Domingo;1
572;15;3;1999;Lunes;0
573;16;3;1999;Martes;0
573;17;3;1999;Miércoles;0
587;18;3;1999;Jueves;0
601;19;3;1999;Viernes;0
666;20;3;1999;Sábado;0
647;21;3;1999;Domingo;1
707;22;3;1999;Lunes;0
685;23;3;1999;Martes;0
648;24;3;1999;Miércoles;0
658;25;3;1999;Jueves;0
607;26;3;1999;Viernes;0
580;27;3;1999;Sábado;0
567;28;3;1999;Domingo;1
645;29;3;1999;Lunes;0
662;30;3;1999;Martes;0
636;31;3;1999;Miércoles;0
667;1;4;1999;Jueves;0
536;2;4;1999;Viernes;1
566;3;4;1999;Sábado;0
661;4;4;1999;Domingo;1
693;5;4;1999;Lunes;0
719;6;4;1999;Martes;0
686;7;4;1999;Miércoles;0
635;8;4;1999;Jueves;0
599;9;4;1999;Viernes;0
572;10;4;1999;Sábado;0
575;11;4;1999;Domingo;1
737;12;4;1999;Lunes;0
796;13;4;1999;Martes;0
852;14;4;1999;Miércoles;0
823;15;4;1999;Jueves;0
677;16;4;1999;Viernes;0
586;17;4;1999;Sábado;0
562;18;4;1999;Domingo;1
731;19;4;1999;Lunes;0
790;20;4;1999;Martes;0
871;21;4;1999;Miércoles;0
926;22;4;1999;Jueves;0
838;23;4;1999;Viernes;0
749;24;4;1999;Sábado;0
761;25;4;1999;Domingo;1
795;26;4;1999;Lunes;0
733;27;4;1999;Martes;0
732;28;4;1999;Miércoles;0
799;29;4;1999;Jueves;0
753;30;4;1999;Viernes;0
769;1;5;1999;Sábado;1
787;2;5;1999;Domingo;1
891;3;5;1999;Lunes;0
964;4;5;1999;Martes;0
938;5;5;1999;Miércoles;0
879;6;5;1999;Jueves;0
881;7;5;1999;Viernes;0
749;8;5;1999;Sábado;0
682;9;5;1999;Domingo;1
804;10;5;1999;Lunes;0
775;11;5;1999;Martes;0
818;12;5;1999;Miércoles;0
807;13;5;1999;Jueves;0
790;14;5;1999;Viernes;0
818;15;5;1999;Sábado;0
785;16;5;1999;Domingo;1
906;17;5;1999;Lunes;0
913;18;5;1999;Martes;0
887;19;5;1999;Miércoles;0
874;20;5;1999;Jueves;0
796;21;5;1999;Viernes;1
885;22;5;1999;Sábado;0
787;23;5;1999;Domingo;1
850;24;5;1999;Lunes;0
925;25;5;1999;Martes;0
921;26;5;1999;Miércoles;0
891;27;5;1999;Jueves;0
936;28;5;1999;Viernes;0
940;29;5;1999;Sábado;0
856;30;5;1999;Domingo;1
914;31;5;1999;Lunes;1
968;1;6;1999;Martes;0
919;2;6;1999;Miércoles;0
846;3;6;1999;Jueves;0
936;4;6;1999;Viernes;0
872;5;6;1999;Sábado;0
830;6;6;1999;Domingo;1
889;7;6;1999;Lunes;0
890;8;6;1999;Martes;0
838;9;6;1999;Miércoles;0
861;10;6;1999;Jueves;0
904;11;6;1999;Viernes;0
856;12;6;1999;Sábado;0
817;13;6;1999;Domingo;1
953;14;6;1999;Lunes;0
981;15;6;1999;Martes;0
976;16;6;1999;Miércoles;0
1016;17;6;1999;Jueves;0
1014;18;6;1999;Viernes;0
950;19;6;1999;Sábado;0
863;20;6;1999;Domingo;1
941;21;6;1999;Lunes;0
981;22;6;1999;Martes;0
1015;23;6;1999;Miércoles;0
946;24;6;1999;Jueves;0
967;25;6;1999;Viernes;0
999;26;6;1999;Sábado;0
942;27;6;1999;Domingo;1
1035;28;6;1999;Lunes;0
965;29;6;1999;Martes;1
1009;30;6;1999;Miércoles;0
978;1;7;1999;Jueves;0
970;2;7;1999;Viernes;0
893;3;7;1999;Sábado;0
823;4;7;1999;Domingo;1
896;5;7;1999;Lunes;0
922;6;7;1999;Martes;0
929;7;7;1999;Miércoles;0
927;8;7;1999;Jueves;0
948;9;7;1999;Viernes;0
921;10;7;1999;Sábado;0
838;11;7;1999;Domingo;1
914;12;7;1999;Lunes;0
914;13;7;1999;Martes;0
904;14;7;1999;Miércoles;0
921;15;7;1999;Jueves;0
950;16;7;1999;Viernes;1
966;17;7;1999;Sábado;0
869;18;7;1999;Domingo;1
936;19;7;1999;Lunes;0
941;20;7;1999;Martes;0
928;21;7;1999;Miércoles;0
924;22;7;1999;Jueves;0
952;23;7;1999;Viernes;0
938;24;7;1999;Sábado;0
922;25;7;1999;Domingo;1
978;26;7;1999;Lunes;0
946;27;7;1999;Martes;0
988;28;7;1999;Miércoles;0
956;29;7;1999;Jueves;0
973;30;7;1999;Viernes;0
882;31;7;1999;Sábado;0
851;1;8;1999;Domingo;1
902;2;8;1999;Lunes;0
950;3;8;1999;Martes;0
1011;4;8;1999;Miércoles;0
938;5;8;1999;Jueves;0
987;6;8;1999;Viernes;0
979;7;8;1999;Sábado;0
862;8;8;1999;Domingo;1
968;9;8;1999;Lunes;0
985;10;8;1999;Martes;0
1028;11;8;1999;Miércoles;0
1031;12;8;1999;Jueves;0
986;13;8;1999;Viernes;0
897;14;8;1999;Sábado;0
785;15;8;1999;Domingo;1
921;16;8;1999;Lunes;0
911;17;8;1999;Martes;0
907;18;8;1999;Miércoles;0
951;19;8;1999;Jueves;0
1009;20;8;1999;Viernes;0
953;21;8;1999;Sábado;0
798;22;8;1999;Domingo;1
881;23;8;1999;Lunes;0
852;24;8;1999;Martes;0
774;25;8;1999;Miércoles;0
823;26;8;1999;Jueves;0
924;27;8;1999;Viernes;0
875;28;8;1999;Sábado;0
813;29;8;1999;Domingo;1
875;30;8;1999;Lunes;0
829;31;8;1999;Martes;0
930;1;9;1999;Miércoles;0
917;2;9;1999;Jueves;0
882;3;9;1999;Viernes;0
880;4;9;1999;Sábado;0
787;5;9;1999;Domingo;1
810;6;9;1999;Lunes;0
939;7;9;1999;Martes;0
912;8;9;1999;Miércoles;0
921;9;9;1999;Jueves;0
904;10;9;1999;Viernes;0
883;11;9;1999;Sábado;0
817;12;9;1999;Domingo;1
849;13;9;1999;Lunes;0
841;14;9;1999;Martes;0
880;15;9;1999;Miércoles;0
852;16;9;1999;Jueves;0
907;17;9;1999;Viernes;0
741;18;9;1999;Sábado;1
718;19;9;1999;Domingo;1
764;20;9;1999;Lunes;0
778;21;9;1999;Martes;1
764;22;9;1999;Miércoles;0
770;23;9;1999;Jueves;0
805;24;9;1999;Viernes;0
809;25;9;1999;Sábado;0
731;26;9;1999;Domingo;1
808;27;9;1999;Lunes;0
816;28;9;1999;Martes;0
826;29;9;1999;Miércoles;1
828;30;9;1999;Jueves;0
858;1;10;1999;Viernes;0
740;2;10;1999;Sábado;0
676;3;10;1999;Domingo;1
715;4;10;1999;Lunes;0
682;5;10;1999;Martes;0
749;6;10;1999;Miércoles;0
646;7;10;1999;Jueves;0
661;8;10;1999;Viernes;0
639;9;10;1999;Sábado;0
613;10;10;1999;Domingo;1
624;11;10;1999;Lunes;0
628;12;10;1999;Martes;1
695;13;10;1999;Miércoles;0
732;14;10;1999;Jueves;0
913;15;10;1999;Viernes;0
829;16;10;1999;Sábado;0
715;17;10;1999;Domingo;1
730;18;10;1999;Lunes;0
691;19;10;1999;Martes;0
752;20;10;1999;Miércoles;0
800;21;10;1999;Jueves;1
720;22;10;1999;Viernes;0
591;23;10;1999;Sábado;0
560;24;10;1999;Domingo;1
680;25;10;1999;Lunes;0
681;26;10;1999;Martes;0
753;27;10;1999;Miércoles;0
711;28;10;1999;Jueves;0
656;29;10;1999;Viernes;0
600;30;10;1999;Sábado;0
532;31;10;1999;Domingo;1
553;1;11;1999;Lunes;1
626;2;11;1999;Martes;0
628;3;11;1999;Miércoles;0
624;4;11;1999;Jueves;0
602;5;11;1999;Viernes;0
551;6;11;1999;Sábado;1
521;7;11;1999;Domingo;1
639;8;11;1999;Lunes;0
560;9;11;1999;Martes;0
572;10;11;1999;Miércoles;0
606;11;11;1999;Jueves;0
593;12;11;1999;Viernes;0
564;13;11;1999;Sábado;0
583;14;11;1999;Domingo;1
620;15;11;1999;Lunes;0
633;16;11;1999;Martes;0
568;17;11;1999;Miércoles;0
565;18;11;1999;Jueves;0
592;19;11;1999;Viernes;0
615;20;11;1999;Sábado;0
501;21;11;1999;Domingo;1
561;22;11;1999;Lunes;0
580;23;11;1999;Martes;1
604;24;11;1999;Miércoles;0
585;25;11;1999;Jueves;0
601;26;11;1999;Viernes;0
589;27;11;1999;Sábado;0
554;28;11;1999;Domingo;1
536;29;11;1999;Lunes;0
580;30;11;1999;Martes;0
519;1;12;1999;Miércoles;0
529;2;12;1999;Jueves;0
603;3;12;1999;Viernes;0
619;4;12;1999;Sábado;0
517;5;12;1999;Domingo;1
590;6;12;1999;Lunes;0
630;7;12;1999;Martes;0
602;8;12;1999;Miércoles;1
602;9;12;1999;Jueves;0
631;10;12;1999;Viernes;0
492;11;12;1999;Sábado;0
530;12;12;1999;Domingo;1
645;13;12;1999;Lunes;0
622;14;12;1999;Martes;0
691;15;12;1999;Miércoles;0
739;16;12;1999;Jueves;0
720;17;12;1999;Viernes;0
693;18;12;1999;Sábado;1
608;19;12;1999;Domingo;1
651;20;12;1999;Lunes;0
616;21;12;1999;Martes;0
535;22;12;1999;Miércoles;0
546;23;12;1999;Jueves;0
548;24;12;1999;Viernes;0
409;25;12;1999;Sábado;1
431;26;12;1999;Domingo;1
507;27;12;1999;Lunes;0
528;28;12;1999;Martes;0
583;29;12;1999;Miércoles;0
562;30;12;1999;Jueves;0
563;31;12;1999;Viernes;0
439;1;1;2000;Sábado;1
405;2;1;2000;Domingo;1
576;3;1;2000;Lunes;0
547;4;1;2000;Martes;0
548;5;1;2000;Miércoles;0
562;6;1;2000;Jueves;0
626;7;1;2000;Viernes;0
639;8;1;2000;Sábado;0
601;9;1;2000;Domingo;1
630;10;1;2000;Lunes;0
637;11;1;2000;Martes;0
633;12;1;2000;Miércoles;0
554;13;1;2000;Jueves;0
530;14;1;2000;Viernes;0
552;15;1;2000;Sábado;0
497;16;1;2000;Domingo;1
547;17;1;2000;Lunes;0
504;18;1;2000;Martes;0
549;19;1;2000;Miércoles;0
593;20;1;2000;Jueves;0
613;21;1;2000;Viernes;0
534;22;1;2000;Sábado;0
515;23;1;2000;Domingo;1
580;24;1;2000;Lunes;0
537;25;1;2000;Martes;0
534;26;1;2000;Miércoles;0
554;27;1;2000;Jueves;0
502;28;1;2000;Viernes;0
555;29;1;2000;Sábado;0
557;30;1;2000;Domingo;1
566;31;1;2000;Lunes;0
520;1;2;2000;Martes;0
579;2;2;2000;Miércoles;0
523;3;2;2000;Jueves;0
578;4;2;2000;Viernes;0
546;5;2;2000;Sábado;0
510;6;2;2000;Domingo;1
517;7;2;2000;Lunes;0
535;8;2;2000;Martes;0
457;9;2;2000;Miércoles;0
468;10;2;2000;Jueves;0
515;11;2;2000;Viernes;0
609;12;2;2000;Sábado;0
486;13;2;2000;Domingo;1
536;14;2;2000;Lunes;0
480;15;2;2000;Martes;0
488;16;2;2000;Miércoles;0
512;17;2;2000;Jueves;0
506;18;2;2000;Viernes;0
452;19;2;2000;Sábado;0
463;20;2;2000;Domingo;1
576;21;2;2000;Lunes;0
586;22;2;2000;Martes;0
543;23;2;2000;Miércoles;0
597;24;2;2000;Jueves;0
590;25;2;2000;Viernes;0
580;26;2;2000;Sábado;0
567;27;2;2000;Domingo;1
622;28;2;2000;Lunes;0
619;29;2;2000;Martes;0
599;1;3;2000;Miércoles;0
548;2;3;2000;Jueves;0
557;3;3;2000;Viernes;0
622;4;3;2000;Sábado;0
558;5;3;2000;Domingo;1
530;6;3;2000;Lunes;0
479;7;3;2000;Martes;0
519;8;3;2000;Miércoles;0
514;9;3;2000;Jueves;0
574;10;3;2000;Viernes;0
626;11;3;2000;Sábado;0
572;12;3;2000;Domingo;1
637;13;3;2000;Lunes;0
571;14;3;2000;Martes;0
636;15;3;2000;Miércoles;0
705;16;3;2000;Jueves;0
644;17;3;2000;Viernes;0
607;18;3;2000;Sábado;0
597;19;3;2000;Domingo;1
712;20;3;2000;Lunes;0
711;21;3;2000;Martes;0
765;22;3;2000;Miércoles;0
681;23;3;2000;Jueves;0
652;24;3;2000;Viernes;0
623;25;3;2000;Sábado;0
717;26;3;2000;Domingo;1
789;27;3;2000;Lunes;0
765;28;3;2000;Martes;0
786;29;3;2000;Miércoles;0
729;30;3;2000;Jueves;0
686;31;3;2000;Viernes;0
614;1;4;2000;Sábado;0
530;2;4;2000;Domingo;1
635;3;4;2000;Lunes;0
646;4;4;2000;Martes;0
677;5;4;2000;Miércoles;0
682;6;4;2000;Jueves;0
735;7;4;2000;Viernes;0
736;8;4;2000;Sábado;0
722;9;4;2000;Domingo;1
681;10;4;2000;Lunes;0
691;11;4;2000;Martes;0
793;12;4;2000;Miércoles;0
760;13;4;2000;Jueves;0
760;14;4;2000;Viernes;0
709;15;4;2000;Sábado;0
674;16;4;2000;Domingo;1
681;17;4;2000;Lunes;0
709;18;4;2000;Martes;0
740;19;4;2000;Miércoles;0
763;20;4;2000;Jueves;0
679;21;4;2000;Viernes;1
715;22;4;2000;Sábado;0
755;23;4;2000;Domingo;1
824;24;4;2000;Lunes;0
792;25;4;2000;Martes;0
812;26;4;2000;Miércoles;0
793;27;4;2000;Jueves;0
940;28;4;2000;Viernes;0
845;29;4;2000;Sábado;0
786;30;4;2000;Domingo;1
830;1;5;2000;Lunes;1
894;2;5;2000;Martes;0
922;3;5;2000;Miércoles;0
778;4;5;2000;Jueves;0
792;5;5;2000;Viernes;0
771;6;5;2000;Sábado;0
702;7;5;2000;Domingo;1
820;8;5;2000;Lunes;0
903;9;5;2000;Martes;0
822;10;5;2000;Miércoles;0
748;11;5;2000;Jueves;0
821;12;5;2000;Viernes;0
825;13;5;2000;Sábado;0
773;14;5;2000;Domingo;1
816;15;5;2000;Lunes;0
851;16;5;2000;Martes;0
882;17;5;2000;Miércoles;0
863;18;5;2000;Jueves;0
851;19;5;2000;Viernes;0
848;20;5;2000;Sábado;0
858;21;5;2000;Domingo;1
920;22;5;2000;Lunes;0
857;23;5;2000;Martes;0
876;24;5;2000;Miércoles;0
850;25;5;2000;Jueves;0
873;26;5;2000;Viernes;0
828;27;5;2000;Sábado;0
770;28;5;2000;Domingo;1
912;29;5;2000;Lunes;0
953;30;5;2000;Martes;0
942;31;5;2000;Miércoles;1
897;1;6;2000;Jueves;0
875;2;6;2000;Viernes;0
892;3;6;2000;Sábado;0
848;4;6;2000;Domingo;1
953;5;6;2000;Lunes;0
941;6;6;2000;Martes;0
934;7;6;2000;Miércoles;0
964;8;6;2000;Jueves;0
943;9;6;2000;Viernes;0
967;10;6;2000;Sábado;0
927;11;6;2000;Domingo;1
1037;12;6;2000;Lunes;0
1064;13;6;2000;Martes;0
1028;14;6;2000;Miércoles;0
1000;15;6;2000;Jueves;0
960;16;6;2000;Viernes;0
983;17;6;2000;Sábado;0
945;18;6;2000;Domingo;1
951;19;6;2000;Lunes;0
996;20;6;2000;Martes;1
1028;21;6;2000;Miércoles;0
1024;22;6;2000;Jueves;0
1065;23;6;2000;Viernes;0
1002;24;6;2000;Sábado;0
931;25;6;2000;Domingo;1
956;26;6;2000;Lunes;0
1043;27;6;2000;Martes;0
1046;28;6;2000;Miércoles;0
1013;29;6;2000;Jueves;1
960;30;6;2000;Viernes;0
921;1;7;2000;Sábado;0
866;2;7;2000;Domingo;1
980;3;7;2000;Lunes;0
994;4;7;2000;Martes;0
1034;5;7;2000;Miércoles;0
1055;6;7;2000;Jueves;0
1016;7;7;2000;Viernes;0
988;8;7;2000;Sábado;0
945;9;7;2000;Domingo;1
1031;10;7;2000;Lunes;0
1081;11;7;2000;Martes;0
1103;12;7;2000;Miércoles;0
1023;13;7;2000;Jueves;0
1026;14;7;2000;Viernes;0
1056;15;7;2000;Sábado;0
952;16;7;2000;Domingo;1
990;17;7;2000;Lunes;0
949;18;7;2000;Martes;0
976;19;7;2000;Miércoles;0
957;20;7;2000;Jueves;0
974;21;7;2000;Viernes;0
996;22;7;2000;Sábado;0
857;23;7;2000;Domingo;1
931;24;7;2000;Lunes;0
931;25;7;2000;Martes;0
